# condition	sample	pool	bam	fastq
SY5Y	SY5Yconcat	pool1	/storage/gge/Fabian/ont_r10_sy5y/bam/SY5Y_concat_aln_sorted.bam	/storage/gge/Fabian/ont_r10_sy5y/fastq/SY5Y_concat.fastq
